"","Character","Occupation","Category","appearances","HigherCategory","Rank","Rank2","id"
"826","Chris Hardwick","American stand-up comedian, actor, television host, writer, producer, podcaster, and musician","Musical / Acting Entertainer","1","Entertainer","-0.5","1","826"
"827","Chris Kirkpatrick","American singer, dancer, and voice actor who is best known for his work as a founding member of the pop group NSYNC, in which he sang countertenor","Musical / Acting Entertainer","3","Entertainer","-0.5","1","827"
"828","Christina Aguilera","American singer, songwriter, actress and television personality","Musical / Acting Entertainer","9","Entertainer","-0.5","1","828"
"829","Christina Applegate","American actress and dancer who as a child actress played the role of Kelly Bundy on the Fox sitcom Married","Musical / Acting Entertainer","1","Entertainer","-0.5","1","829"
"830","Christopher Walken","American character actor who has appeared in more than 100 films and television shows","Musical / Acting Entertainer","6","Entertainer","-0.5","1","830"
"831","Chuck Woolery","American game show host, occasional actor and talk show host, and former musician","Musical / Acting Entertainer","1","Entertainer","-0.5","1","831"
"832","Clarence Clemons","American saxophonist, musician and actor","Musical / Acting Entertainer","2","Entertainer","-0.5","1","832"
"833","Claudine Longet","French singer, actress, dancer and recording artist who was popular during the 1960s and 1970s","Musical / Acting Entertainer","1","Entertainer","-0.5","1","833"
"834","Clay Aiken","American singer, songwriter, television personality, actor, author, politician and activist","Musical / Acting Entertainer","1","Entertainer","-0.5","1","834"
"835","Clint Eastwood","American actor, filmmaker, musician, and political figure","Musical / Acting Entertainer","8","Entertainer","-0.5","1","835"
"836","Colin Hay","Scottish-born Australian musician and actor who made his mark during the 1980s as lead vocalist of the band Men at Work, and later as a solo artist","Musical / Acting Entertainer","1","Entertainer","-0.5","1","836"
"837","Common","American rapper, actor, film producer and poet from Chicago, Illinois","Musical / Acting Entertainer","1","Entertainer","-0.5","1","837"
"838","Connie Stevens","American actress, director, screenwriter, producer, cinematographer, editor and singer, best known for her role in the television series Hawaiian Eye","Musical / Acting Entertainer","1","Entertainer","-0.5","1","838"
"839","Constantine Maroulis","American actor and rock singer from Wyckoff, New Jersey","Musical / Acting Entertainer","1","Entertainer","-0.5","1","839"
"840","Corbin Bleu","American actor, model, dancer, film producer and singer-songwriter","Musical / Acting Entertainer","1","Entertainer","-0.5","1","840"
"841","Courtney Love","American musician, singer, actress, writer, and visual artist","Musical / Acting Entertainer","8","Entertainer","-0.5","1","841"
"842","Crispin Glover","American actor, director, screenwriter, recording artist, publisher, and author","Musical / Acting Entertainer","2","Entertainer","-0.5","1","842"
"843","Cyndi Lauper","American singer, songwriter, actress and LGBT activist","Musical / Acting Entertainer","6","Entertainer","-0.5","1","843"
"844","Danny Sheridan","American musician, songwriter, producer, actor, and entertainment manager","Musical / Acting Entertainer","1","Entertainer","-0.5","1","844"
"845","Danny Wood","American singer, songwriter, record producer, and occasional actor","Musical / Acting Entertainer","1","Entertainer","-0.5","1","845"
"846","Darren Hayes","Australian singer-songwriter, comedian, and podcaster","Musical / Acting Entertainer","1","Entertainer","-0.5","1","846"
"847","Daryl Hall","American rock, R&B, and soul singer; keyboardist, guitarist, songwriter, and producer, best known as the co-founder and lead vocalist of Hall & Oates","Musical / Acting Entertainer","4","Entertainer","-0.5","1","847"
"848","Dave Matthews","South African-born American singer-songwriter, musician and actor, best known as the lead vocalist, songwriter, and guitarist for the Dave Matthews Band","Musical / Acting Entertainer","4","Entertainer","-0.5","1","848"
"849","Dave Navarro","American guitarist, singer-songwriter, and actor","Musical / Acting Entertainer","1","Entertainer","-0.5","1","849"
"850","David Bowie","English singer, songwriter and actor","Musical / Acting Entertainer","3","Entertainer","-0.5","1","850"
"851","David Charvet","French singer, actor, model, and television personality","Musical / Acting Entertainer","1","Entertainer","-0.5","1","851"
"852","David Duchovny","American actor, writer, producer, director, novelist, and singer-songwriter","Musical / Acting Entertainer","1","Entertainer","-0.5","1","852"
"853","David Hasselhoff","American actor, singer, producer, and businessman, who set a Guinness World Record as the most watched man on TV","Musical / Acting Entertainer","2","Entertainer","-0.5","1","853"
"854","David Lee Roth","American rock vocalist, musician, songwriter, actor, author, and former radio personality","Musical / Acting Entertainer","4","Entertainer","-0.5","1","854"
"855","Dean Martin","Italian-American singer, actor, comedian, and film producer","Musical / Acting Entertainer","2","Entertainer","-0.5","1","855"
"856","Debbie Allen","American actress, dancer, choreographer, television director, television producer, and a member of the President's Committee on the Arts and Humanities","Musical / Acting Entertainer","1","Entertainer","-0.5","1","856"
"857","Debbie Boone","American singer, author, and actress","Musical / Acting Entertainer","1","Entertainer","-0.5","1","857"
"858","Debbie Reynolds","American actress, singer, businesswoman, film historian, and humanitarian","Musical / Acting Entertainer","5","Entertainer","-0.5","1","858"
"859","DeForest Kelley","American actor, screenwriter, poet and singer known for his roles in Westerns","Musical / Acting Entertainer","1","Entertainer","-0.5","1","859"
"860","Della Reese","American nightclub, jazz, gospel and pop singer, film and television actress, one-time talk-show hostess and ordained minister, whose career has spanned six decades","Musical / Acting Entertainer","2","Entertainer","-0.5","1","860"
"861","Denis Leary","American actor, writer, producer, singer and comedian","Musical / Acting Entertainer","1","Entertainer","-0.5","1","861"
"862","Dennis DeYoung","American singer, songwriter, musician and producer best known for being a founding member of the rock band Styx as lead vocalist and keyboardis","Musical / Acting Entertainer","2","Entertainer","-0.5","1","862"
"863","Desi Arnaz","Cuban-born American musician, actor, television producer, writer, and director","Musical / Acting Entertainer","1","Entertainer","-0.5","1","863"
"864","Diablo Cody","American screenwriter, producer, author, journalist, memoirist, stripper and exotic dancer","Musical / Acting Entertainer","1","Entertainer","-0.5","1","864"
"865","Diana Ross","American singer, songwriter, actress, and record producer","Musical / Acting Entertainer","10","Entertainer","-0.5","1","865"
"866","DMX","American rapper, record producer, and actor","Musical / Acting Entertainer","1","Entertainer","-0.5","1","866"
"867","Dolly Parton","American singer, songwriter, multi-instrumentalist, record producer, actress, author, businesswoman, and philanthropist, known primarily for her work in country music","Musical / Acting Entertainer","4","Entertainer","-0.5","1","867"
"868","Dolores Hope","American singer, entertainer, philanthropist and wife/widow of American actor and comedian Bob Hope","Musical / Acting Entertainer","1","Entertainer","-0.5","1","868"
"869","Donnie Wahlberg","American singer-songwriter, actor, record producer, and film producer","Musical / Acting Entertainer","1","Entertainer","-0.5","1","869"
"870","Donny Osmond","American singer, actor, radio personality, and former teen idol","Musical / Acting Entertainer","4","Entertainer","-0.5","1","870"
"871","Dr. Dre","American rapper, record producer, and entrepreneur","Musical / Acting Entertainer","1","Entertainer","-0.5","1","871"
"872","Dr. John","American singer, songwriter, voice actor, pianist, and guitarist, whose music combines blues, pop, jazz, zydeco, boogie woogie, and rock and roll","Musical / Acting Entertainer","1","Entertainer","-0.5","1","872"
"873","Drake","Canadian rapper, singer, songwriter, record producer, and actor","Musical / Acting Entertainer","3","Entertainer","-0.5","1","873"
"874","Drake Bell","American actor, voice actor, and musician","Musical / Acting Entertainer","1","Entertainer","-0.5","1","874"
"875","Dustin Diamond","American actor, musician, director, and stand-up comedian widely known for his role as Samuel ""Screech"" Powers in the television shows Saved by the Bell","Musical / Acting Entertainer","2","Entertainer","-0.5","1","875"
"876","Eartha Kitt","American singer, actress, dancer, activist, voice actress and comedian, known for her highly distinctive singing style","Musical / Acting Entertainer","2","Entertainer","-0.5","1","876"
"877","Ed Ames","American popular singer and actor","Musical / Acting Entertainer","1","Entertainer","-0.5","1","877"
"878","Ed Lover","rapper, actor, musician, radio personality, former MTV VJ","Musical / Acting Entertainer","3","Entertainer","-0.5","1","878"
"879","Ed McMahon","American comedian, actor, singer, game show host and announcer","Musical / Acting Entertainer","16","Entertainer","-0.5","1","879"
